All_isequal,A_df1,A_df2,A_isequal,B_df1,B_df2,B_isequal,C_df1,C_df2,C_isequal,D_df1,D_df2,D_isequal,E_df1,E_df2,E_isequal
True,589.0,589.0,True,83.0,83.0,True,298.0,298.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,487.0,487.0,True,986.0,986.0,True,636.0,636.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,389.0,389.0,True,495.0,495.0,True,617.0,617.0,True,tlymfpehaj,tlymfpehaj,True,iuzemasxup,iuzemasxup,True
True,661.0,661.0,True,269.0,269.0,True,857.0,857.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,717.0,717.0,True,231.0,231.0,True,908.0,908.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,795.0,795.0,True,821.0,821.0,True,415.0,415.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
False,262.0,,False,131.0,132.0,False,490.0,491.0,False,fbvofigesg,ouradkbgcn,False,lmecjgmczy,ascbzxjlhl,False
True,122.0,122.0,True,687.0,687.0,True,859.0,859.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,635.0,635.0,True,261.0,261.0,True,413.0,413.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,289.0,289.0,True,14.0,14.0,True,824.0,824.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
False,676.0,677.0,False,674.0,675.0,False,100.0,101.0,False,snqkmqrzga,ouradkbgcn,False,lmecjgmczy,lmecjgmczy,True
True,121.0,121.0,True,926.0,926.0,True,573.0,573.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,606.0,606.0,True,672.0,672.0,True,887.0,887.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
True,326.0,326.0,True,352.0,352.0,True,136.0,136.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
False,840.0,841.0,False,868.0,869.0,False,761.0,762.0,False,tlymfpehaj,fbvofigesg,False,iuzemasxup,iuzemasxup,True
True,556.0,556.0,True,283.0,283.0,True,465.0,465.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,36.0,36.0,True,181.0,181.0,True,614.0,614.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,948.0,948.0,True,354.0,354.0,True,375.0,375.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,817.0,817.0,True,443.0,443.0,True,605.0,605.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,328.0,328.0,True,789.0,789.0,True,728.0,728.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,49.0,49.0,True,239.0,239.0,True,350.0,350.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
False,130.0,131.0,False,874.0,875.0,False,221.0,222.0,False,owxhsmekyp,lblbzlxdgm,False,weosbzwpxt,weosbzwpxt,True
True,771.0,771.0,True,953.0,953.0,True,283.0,283.0,True,fbvofigesg,fbvofigesg,True,lmecjgmczy,lmecjgmczy,True
True,169.0,169.0,True,422.0,422.0,True,333.0,333.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,859.0,859.0,True,534.0,534.0,True,160.0,160.0,True,xcpzyeuplr,xcpzyeuplr,True,ascbzxjlhl,ascbzxjlhl,True
True,390.0,390.0,True,126.0,126.0,True,893.0,893.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,256.0,256.0,True,37.0,37.0,True,174.0,174.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,552.0,552.0,True,773.0,773.0,True,350.0,350.0,True,snqkmqrzga,snqkmqrzga,True,weosbzwpxt,weosbzwpxt,True
True,131.0,131.0,True,245.0,245.0,True,562.0,562.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,780.0,780.0,True,421.0,421.0,True,564.0,564.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
False,722.0,,False,472.0,,False,838.0,,False,owxhsmekyp,,False,zdtjamjnql,,False
False,654.0,,False,578.0,,False,,,False,snqkmqrzga,,False,zdtjamjnql,,False
False,406.0,,False,382.0,,False,198.0,,False,owxhsmekyp,,False,iuzemasxup,,False
True,744.0,744.0,True,541.0,541.0,True,553.0,553.0,True,tlymfpehaj,tlymfpehaj,True,ascbzxjlhl,ascbzxjlhl,True
False,781.0,782.0,False,565.0,566.0,False,939.0,940.0,False,xcpzyeuplr,lblbzlxdgm,False,ascbzxjlhl,iuzemasxup,False
True,187.0,187.0,True,70.0,70.0,True,989.0,989.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,890.0,890.0,True,451.0,451.0,True,255.0,255.0,True,snqkmqrzga,snqkmqrzga,True,zdtjamjnql,zdtjamjnql,True
True,840.0,840.0,True,468.0,468.0,True,986.0,986.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,60.0,60.0,True,627.0,627.0,True,302.0,302.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,587.0,587.0,True,651.0,651.0,True,544.0,544.0,True,mtyjsvebda,mtyjsvebda,True,zdtjamjnql,zdtjamjnql,True
True,227.0,227.0,True,913.0,913.0,True,167.0,167.0,True,lblbzlxdgm,lblbzlxdgm,True,iuzemasxup,iuzemasxup,True
True,813.0,813.0,True,876.0,876.0,True,67.0,67.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,80.0,80.0,True,921.0,921.0,True,414.0,414.0,True,lblbzlxdgm,lblbzlxdgm,True,lmecjgmczy,lmecjgmczy,True
True,730.0,730.0,True,451.0,451.0,True,963.0,963.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
False,663.0,664.0,False,887.0,888.0,False,904.0,905.0,False,owxhsmekyp,lblbzlxdgm,False,zdtjamjnql,lmecjgmczy,False
True,123.0,123.0,True,451.0,451.0,True,475.0,475.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
True,508.0,508.0,True,528.0,528.0,True,297.0,297.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,592.0,592.0,True,400.0,400.0,True,310.0,310.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,212.0,212.0,True,827.0,827.0,True,120.0,120.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
False,337.0,338.0,False,886.0,887.0,False,807.0,808.0,False,ouradkbgcn,nymmmbobgk,False,weosbzwpxt,iuzemasxup,False
True,834.0,834.0,True,459.0,459.0,True,310.0,310.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,84.0,84.0,True,459.0,459.0,True,989.0,989.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,126.0,126.0,True,6.0,6.0,True,421.0,421.0,True,tlymfpehaj,tlymfpehaj,True,weosbzwpxt,weosbzwpxt,True
False,463.0,,False,964.0,,False,21.0,,False,lblbzlxdgm,,False,ascbzxjlhl,,False
True,710.0,710.0,True,349.0,349.0,True,212.0,212.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,422.0,422.0,True,447.0,447.0,True,352.0,352.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,803.0,803.0,True,159.0,159.0,True,251.0,251.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,964.0,964.0,True,754.0,754.0,True,334.0,334.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,603.0,603.0,True,888.0,888.0,True,587.0,587.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,42.0,42.0,True,715.0,715.0,True,986.0,986.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,520.0,520.0,True,673.0,673.0,True,239.0,239.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,356.0,356.0,True,702.0,702.0,True,565.0,565.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,639.0,639.0,True,205.0,205.0,True,458.0,458.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
False,577.0,578.0,False,867.0,868.0,False,771.0,772.0,False,fbvofigesg,tlymfpehaj,False,weosbzwpxt,lmecjgmczy,False
False,397.0,,False,827.0,,False,434.0,,False,snqkmqrzga,,False,iuzemasxup,,False
True,276.0,276.0,True,600.0,600.0,True,612.0,612.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,851.0,851.0,True,795.0,795.0,True,741.0,741.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,748.0,748.0,True,300.0,300.0,True,862.0,862.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
False,203.0,204.0,False,44.0,45.0,False,158.0,159.0,False,wqcffrrpco,snqkmqrzga,False,weosbzwpxt,lmecjgmczy,False
True,125.0,125.0,True,435.0,435.0,True,495.0,495.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,860.0,860.0,True,359.0,359.0,True,883.0,883.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,678.0,678.0,True,667.0,667.0,True,208.0,208.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,798.0,798.0,True,928.0,928.0,True,909.0,909.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,362.0,362.0,True,581.0,581.0,True,615.0,615.0,True,xcpzyeuplr,xcpzyeuplr,True,ascbzxjlhl,ascbzxjlhl,True
False,352.0,353.0,False,296.0,297.0,False,424.0,425.0,False,tlymfpehaj,fbvofigesg,False,zdtjamjnql,ascbzxjlhl,False
True,763.0,763.0,True,466.0,466.0,True,129.0,129.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,327.0,327.0,True,959.0,959.0,True,353.0,353.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,840.0,840.0,True,430.0,430.0,True,188.0,188.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,750.0,750.0,True,419.0,419.0,True,516.0,516.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
False,850.0,,False,695.0,,False,102.0,,False,owxhsmekyp,,False,weosbzwpxt,,False
True,592.0,592.0,True,266.0,266.0,True,300.0,300.0,True,mtyjsvebda,mtyjsvebda,True,weosbzwpxt,weosbzwpxt,True
True,775.0,775.0,True,498.0,498.0,True,831.0,831.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
False,71.0,72.0,False,768.0,769.0,False,665.0,666.0,False,ouradkbgcn,snqkmqrzga,False,iuzemasxup,lmecjgmczy,False
False,16.0,17.0,False,474.0,475.0,False,539.0,540.0,False,lblbzlxdgm,tlymfpehaj,False,lmecjgmczy,iuzemasxup,False
True,802.0,802.0,True,489.0,489.0,True,346.0,346.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,35.0,35.0,True,460.0,460.0,True,5.0,5.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,340.0,340.0,True,279.0,279.0,True,147.0,147.0,True,ouradkbgcn,ouradkbgcn,True,zdtjamjnql,zdtjamjnql,True
True,775.0,775.0,True,274.0,274.0,True,631.0,631.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
True,331.0,331.0,True,654.0,654.0,True,245.0,245.0,True,fbvofigesg,fbvofigesg,True,zdtjamjnql,zdtjamjnql,True
False,259.0,260.0,False,183.0,184.0,False,145.0,146.0,False,tlymfpehaj,owxhsmekyp,False,lmecjgmczy,iuzemasxup,False
True,373.0,373.0,True,316.0,316.0,True,163.0,163.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
False,709.0,710.0,False,927.0,928.0,False,660.0,661.0,False,wqcffrrpco,nymmmbobgk,False,weosbzwpxt,iuzemasxup,False
True,559.0,559.0,True,338.0,338.0,True,74.0,74.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,382.0,382.0,True,588.0,588.0,True,74.0,74.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,319.0,319.0,True,468.0,468.0,True,203.0,203.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,733.0,733.0,True,708.0,708.0,True,394.0,394.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,19.0,19.0,True,494.0,494.0,True,679.0,679.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,395.0,395.0,True,467.0,467.0,True,38.0,38.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
False,847.0,,False,278.0,,False,840.0,,False,wqcffrrpco,,False,zdtjamjnql,,False
True,197.0,197.0,True,61.0,61.0,True,487.0,487.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
False,923.0,924.0,False,337.0,338.0,False,632.0,633.0,False,tlymfpehaj,wqcffrrpco,False,lmecjgmczy,ascbzxjlhl,False
True,147.0,147.0,True,828.0,828.0,True,941.0,941.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
True,548.0,548.0,True,870.0,870.0,True,255.0,255.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
True,399.0,399.0,True,116.0,116.0,True,675.0,675.0,True,fbvofigesg,fbvofigesg,True,lmecjgmczy,lmecjgmczy,True
False,748.0,749.0,False,352.0,353.0,False,733.0,734.0,False,fbvofigesg,nymmmbobgk,False,weosbzwpxt,iuzemasxup,False
True,437.0,437.0,True,370.0,370.0,True,646.0,646.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
False,850.0,,False,996.0,,False,961.0,,False,nymmmbobgk,,False,weosbzwpxt,,False
True,484.0,484.0,True,612.0,612.0,True,480.0,480.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,641.0,641.0,True,184.0,184.0,True,302.0,302.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,472.0,472.0,True,508.0,508.0,True,802.0,802.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,301.0,301.0,True,481.0,481.0,True,887.0,887.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,706.0,706.0,True,572.0,572.0,True,239.0,239.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,724.0,724.0,True,30.0,30.0,True,922.0,922.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
False,242.0,243.0,False,215.0,216.0,False,211.0,212.0,False,nymmmbobgk,nymmmbobgk,True,iuzemasxup,ascbzxjlhl,False
True,610.0,610.0,True,5.0,5.0,True,519.0,519.0,True,nymmmbobgk,nymmmbobgk,True,ascbzxjlhl,ascbzxjlhl,True
True,627.0,627.0,True,302.0,302.0,True,936.0,936.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,615.0,615.0,True,680.0,680.0,True,792.0,792.0,True,lblbzlxdgm,lblbzlxdgm,True,lmecjgmczy,lmecjgmczy,True
True,280.0,280.0,True,699.0,699.0,True,65.0,65.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
True,239.0,239.0,True,971.0,971.0,True,785.0,785.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,962.0,962.0,True,404.0,404.0,True,387.0,387.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,845.0,845.0,True,690.0,690.0,True,842.0,842.0,True,nymmmbobgk,nymmmbobgk,True,zdtjamjnql,zdtjamjnql,True
False,838.0,839.0,False,738.0,739.0,False,339.0,340.0,False,ouradkbgcn,xcpzyeuplr,False,iuzemasxup,ascbzxjlhl,False
True,556.0,556.0,True,969.0,969.0,True,253.0,253.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
False,618.0,619.0,False,673.0,674.0,False,255.0,256.0,False,xcpzyeuplr,lblbzlxdgm,False,zdtjamjnql,zdtjamjnql,True
True,220.0,220.0,True,100.0,100.0,True,212.0,212.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
False,667.0,,False,873.0,,False,495.0,,False,fbvofigesg,,False,zdtjamjnql,,False
False,92.0,93.0,False,317.0,318.0,False,339.0,340.0,False,owxhsmekyp,ouradkbgcn,False,zdtjamjnql,ascbzxjlhl,False
True,725.0,725.0,True,627.0,627.0,True,711.0,711.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,885.0,885.0,True,271.0,271.0,True,476.0,476.0,True,wqcffrrpco,wqcffrrpco,True,zdtjamjnql,zdtjamjnql,True
False,486.0,487.0,False,590.0,591.0,False,89.0,90.0,False,owxhsmekyp,xcpzyeuplr,False,iuzemasxup,zdtjamjnql,False
True,448.0,448.0,True,483.0,483.0,True,644.0,644.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,327.0,327.0,True,860.0,860.0,True,250.0,250.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,716.0,716.0,True,804.0,804.0,True,896.0,896.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
False,814.0,,False,256.0,,False,797.0,,False,snqkmqrzga,,False,lmecjgmczy,,False
True,54.0,54.0,True,642.0,642.0,True,337.0,337.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,20.0,20.0,True,852.0,852.0,True,175.0,175.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,338.0,338.0,True,171.0,171.0,True,827.0,827.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,893.0,893.0,True,472.0,472.0,True,293.0,293.0,True,fbvofigesg,fbvofigesg,True,weosbzwpxt,weosbzwpxt,True
True,911.0,911.0,True,49.0,49.0,True,545.0,545.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,791.0,791.0,True,955.0,955.0,True,265.0,265.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,91.0,91.0,True,420.0,420.0,True,381.0,381.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
False,700.0,701.0,False,898.0,899.0,False,955.0,956.0,False,nymmmbobgk,lblbzlxdgm,False,ascbzxjlhl,lmecjgmczy,False
False,245.0,246.0,False,147.0,148.0,False,606.0,607.0,False,fbvofigesg,ouradkbgcn,False,lmecjgmczy,lmecjgmczy,True
True,63.0,63.0,True,782.0,782.0,True,919.0,919.0,True,mtyjsvebda,mtyjsvebda,True,ascbzxjlhl,ascbzxjlhl,True
True,620.0,620.0,True,15.0,15.0,True,542.0,542.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,261.0,261.0,True,56.0,56.0,True,189.0,189.0,True,xcpzyeuplr,xcpzyeuplr,True,iuzemasxup,iuzemasxup,True
True,328.0,328.0,True,993.0,993.0,True,753.0,753.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,25.0,25.0,True,14.0,14.0,True,530.0,530.0,True,ouradkbgcn,ouradkbgcn,True,iuzemasxup,iuzemasxup,True
True,155.0,155.0,True,403.0,403.0,True,717.0,717.0,True,mtyjsvebda,mtyjsvebda,True,zdtjamjnql,zdtjamjnql,True
True,304.0,304.0,True,60.0,60.0,True,176.0,176.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
False,180.0,,False,442.0,,False,564.0,,False,tlymfpehaj,,False,iuzemasxup,,False
True,265.0,265.0,True,269.0,269.0,True,897.0,897.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
False,55.0,,False,382.0,,False,65.0,,False,owxhsmekyp,,False,ascbzxjlhl,,False
True,51.0,51.0,True,418.0,418.0,True,799.0,799.0,True,lblbzlxdgm,lblbzlxdgm,True,weosbzwpxt,weosbzwpxt,True
True,970.0,970.0,True,56.0,56.0,True,386.0,386.0,True,nymmmbobgk,nymmmbobgk,True,weosbzwpxt,weosbzwpxt,True
True,119.0,119.0,True,945.0,945.0,True,286.0,286.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,591.0,591.0,True,685.0,685.0,True,7.0,7.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
False,113.0,114.0,False,868.0,869.0,False,408.0,409.0,False,snqkmqrzga,mtyjsvebda,False,iuzemasxup,weosbzwpxt,False
False,455.0,456.0,False,589.0,590.0,False,444.0,445.0,False,owxhsmekyp,snqkmqrzga,False,ascbzxjlhl,iuzemasxup,False
True,1.0,1.0,True,40.0,40.0,True,745.0,745.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,400.0,400.0,True,938.0,938.0,True,312.0,312.0,True,fbvofigesg,fbvofigesg,True,iuzemasxup,iuzemasxup,True
True,506.0,506.0,True,985.0,985.0,True,924.0,924.0,True,owxhsmekyp,owxhsmekyp,True,ascbzxjlhl,ascbzxjlhl,True
False,426.0,427.0,False,262.0,263.0,False,985.0,986.0,False,xcpzyeuplr,snqkmqrzga,False,iuzemasxup,zdtjamjnql,False
True,512.0,512.0,True,523.0,523.0,True,522.0,522.0,True,snqkmqrzga,snqkmqrzga,True,iuzemasxup,iuzemasxup,True
True,296.0,296.0,True,691.0,691.0,True,974.0,974.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,952.0,952.0,True,363.0,363.0,True,84.0,84.0,True,tlymfpehaj,tlymfpehaj,True,iuzemasxup,iuzemasxup,True
True,266.0,266.0,True,187.0,187.0,True,242.0,242.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,467.0,467.0,True,585.0,585.0,True,573.0,573.0,True,owxhsmekyp,owxhsmekyp,True,weosbzwpxt,weosbzwpxt,True
True,320.0,320.0,True,635.0,635.0,True,954.0,954.0,True,nymmmbobgk,nymmmbobgk,True,lmecjgmczy,lmecjgmczy,True
True,307.0,307.0,True,272.0,272.0,True,603.0,603.0,True,fbvofigesg,fbvofigesg,True,ascbzxjlhl,ascbzxjlhl,True
True,700.0,700.0,True,520.0,520.0,True,952.0,952.0,True,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,214.0,214.0,True,11.0,11.0,True,558.0,558.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,718.0,718.0,True,234.0,234.0,True,508.0,508.0,True,wqcffrrpco,wqcffrrpco,True,lmecjgmczy,lmecjgmczy,True
True,838.0,838.0,True,445.0,445.0,True,533.0,533.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
True,180.0,180.0,True,93.0,93.0,True,919.0,919.0,True,snqkmqrzga,snqkmqrzga,True,ascbzxjlhl,ascbzxjlhl,True
True,155.0,155.0,True,466.0,466.0,True,844.0,844.0,True,mtyjsvebda,mtyjsvebda,True,lmecjgmczy,lmecjgmczy,True
True,988.0,988.0,True,859.0,859.0,True,818.0,818.0,True,snqkmqrzga,snqkmqrzga,True,lmecjgmczy,lmecjgmczy,True
True,59.0,59.0,True,556.0,556.0,True,48.0,48.0,True,xcpzyeuplr,xcpzyeuplr,True,ascbzxjlhl,ascbzxjlhl,True
True,780.0,780.0,True,281.0,281.0,True,209.0,209.0,True,nymmmbobgk,nymmmbobgk,True,ascbzxjlhl,ascbzxjlhl,True
True,339.0,339.0,True,338.0,338.0,True,480.0,480.0,True,nymmmbobgk,nymmmbobgk,True,ascbzxjlhl,ascbzxjlhl,True
True,803.0,803.0,True,468.0,468.0,True,912.0,912.0,True,owxhsmekyp,owxhsmekyp,True,zdtjamjnql,zdtjamjnql,True
True,574.0,574.0,True,631.0,631.0,True,480.0,480.0,True,owxhsmekyp,owxhsmekyp,True,iuzemasxup,iuzemasxup,True
True,748.0,748.0,True,473.0,473.0,True,284.0,284.0,True,fbvofigesg,fbvofigesg,True,zdtjamjnql,zdtjamjnql,True
False,165.0,,False,963.0,,False,208.0,,False,xcpzyeuplr,,False,lmecjgmczy,,False
False,582.0,,False,971.0,,False,693.0,,False,nymmmbobgk,,False,weosbzwpxt,,False
True,507.0,507.0,True,547.0,547.0,True,644.0,644.0,True,ouradkbgcn,ouradkbgcn,True,weosbzwpxt,weosbzwpxt,True
False,843.0,,False,890.0,,False,686.0,,False,tlymfpehaj,,False,weosbzwpxt,,False
True,314.0,314.0,True,345.0,345.0,True,958.0,958.0,True,xcpzyeuplr,xcpzyeuplr,True,lmecjgmczy,lmecjgmczy,True
True,771.0,771.0,True,780.0,780.0,True,793.0,793.0,True,ouradkbgcn,ouradkbgcn,True,ascbzxjlhl,ascbzxjlhl,True
True,107.0,107.0,True,780.0,780.0,True,822.0,822.0,True,nymmmbobgk,nymmmbobgk,True,iuzemasxup,iuzemasxup,True
True,799.0,799.0,True,435.0,435.0,True,492.0,492.0,True,wqcffrrpco,wqcffrrpco,True,ascbzxjlhl,ascbzxjlhl,True
True,72.0,72.0,True,564.0,564.0,True,881.0,881.0,True,lblbzlxdgm,lblbzlxdgm,True,zdtjamjnql,zdtjamjnql,True
True,771.0,771.0,True,771.0,771.0,True,904.0,904.0,True,owxhsmekyp,owxhsmekyp,True,lmecjgmczy,lmecjgmczy,True
True,943.0,943.0,True,318.0,318.0,True,541.0,541.0,True,mtyjsvebda,mtyjsvebda,True,iuzemasxup,iuzemasxup,True
True,365.0,365.0,True,688.0,688.0,True,871.0,871.0,True,xcpzyeuplr,xcpzyeuplr,True,zdtjamjnql,zdtjamjnql,True
False,66.0,67.0,False,458.0,459.0,False,546.0,547.0,False,ouradkbgcn,ouradkbgcn,True,lmecjgmczy,lmecjgmczy,True
True,341.0,341.0,True,587.0,587.0,True,450.0,450.0,True,lblbzlxdgm,lblbzlxdgm,True,ascbzxjlhl,ascbzxjlhl,True
